Yearly_ExpensesK,Avg_Residancy_Altitude,Overall_happiness_score,Will_vote_only_large_party,Financial_agenda_matters,Yearly_IncomeK,Most_Important_Issue,Vote
362.621971742,73.9575109321,664.954582762,1.0,0.0,584.054277169,0.0,9
887.571578205,32.7550720093,741.228547147,1.0,1.0,660.365912132,6.0,5
415.812811633,64.6596429256,649.122756642,1.0,0.0,567.117179861,4.0,9
585.856080123,246.466367225,662.001141242,1.0,0.0,627.906666939,4.0,0
420.441878906,252.18214198,589.584686436,1.0,0.0,572.946908434,7.0,0
498.660759072,234.693513799,853.168718153,1.0,0.0,658.187725414,2.0,9
898.348964751,163.726827263,965.749760143,1.0,1.0,982.986947826,3.0,8
380.682104487,17.3739746763,601.483417996,1.0,0.0,602.781785473,7.0,9
387.296079958,137.240371278,669.377456823,1.0,0.0,646.188416919,1.0,9
403.94963181,104.227030817,587.050582082,1.0,0.0,567.112091549,7.0,0
466.360121798,305.547997546,626.564473559,1.0,0.0,602.810560638,7.0,9
855.273769969,28.7521799012,645.42038762,1.0,1.0,743.33217472,3.0,2
400.71623319,95.064768299,623.573837695,1.0,0.0,533.022716033,7.0,9
454.352187026,91.0643048885,753.755702464,1.0,0.0,615.72290364,2.0,3
790.905620901,59.2340782893,696.761737312,1.0,0.0,849.906160343,7.0,4
400.250014734,70.2822013953,643.380400352,1.0,0.0,565.039550392,7.0,9
424.394175187,78.5968167648,586.914558623,1.0,0.0,579.460431484,4.0,0
415.246933233,72.5840141756,668.469647793,1.0,1.0,828.556377747,3.0,8
401.356346927,202.517925665,616.648771917,1.0,0.0,555.995777215,2.0,9
661.024304395,245.594808099,683.257457967,1.0,0.0,616.119745538,4.0,3
476.624527565,50.437519017,744.078441213,1.0,0.0,599.97152419,2.0,3
613.358755389,192.326689352,688.513963991,1.0,0.0,658.654941615,2.0,0
570.554881875,70.7977015527,643.245289115,1.0,0.0,639.258092877,4.0,0
579.659486338,116.265891323,646.815387723,1.0,0.0,682.737047743,1.0,0
582.142847357,106.546763746,593.288458728,1.0,1.0,923.005250366,3.0,8
419.735081056,323.742107217,636.519839432,1.0,0.0,598.195086594,7.0,0
428.64592705,79.4531312526,764.858314399,1.0,0.0,560.190971378,1.0,4
421.956403128,334.038787689,600.097132573,1.0,0.0,575.576959436,0.0,0
608.817682355,108.749217364,678.12177908,1.0,0.0,668.097046705,4.0,0
421.741434377,41.0731419677,583.940230904,1.0,0.0,554.606379066,4.0,9
456.566970922,187.216677315,742.547393619,1.0,0.0,609.03775627,1.0,3
570.184953317,170.491544252,700.000586557,1.0,0.0,630.759485056,2.0,7
618.501960732,211.088184464,593.110483869,1.0,0.0,585.088431908,7.0,3
379.792765366,24.5671606115,865.007390699,1.0,0.0,695.333723099,1.0,7
421.386467036,120.073820035,587.8979062,1.0,0.0,543.709764294,0.0,0
408.250482278,242.460789261,600.488144247,1.0,0.0,549.854588935,1.0,0
793.507278261,109.802134512,710.822457373,1.0,0.0,842.149027384,7.0,4
603.326114539,226.800428701,727.12846054,1.0,0.0,678.293708744,7.0,7
327.005621888,169.630625171,549.143128919,1.0,0.0,579.489202485,1.0,9
360.556406578,47.8979944113,847.056752811,1.0,0.0,678.093094302,1.0,7
402.22730386,131.572347767,774.622223193,1.0,0.0,609.641543382,2.0,4
200.585571108,380.653615774,911.262384797,0.0,0.0,590.483747364,1.0,1
884.907881031,81.5250992538,953.687282273,1.0,1.0,971.455394357,3.0,8
826.168183659,208.782808076,288.511611521,1.0,1.0,348.927145073,3.0,2
607.251078932,157.092456631,662.349024394,1.0,0.0,655.993691034,0.0,0
580.92927378,279.271804527,676.645652195,1.0,0.0,653.008663666,7.0,0
461.936384621,55.8111009531,734.9944575,1.0,0.0,605.216629768,2.0,3
826.81184388,227.692071976,450.013922527,1.0,1.0,584.535198776,6.0,2
641.383927528,121.298783374,712.29734631,1.0,0.0,665.576504362,2.0,0
399.42079379,214.592512414,611.263399267,1.0,0.0,605.465170963,7.0,9
625.335723362,107.270117236,684.902498272,1.0,0.0,669.656906078,0.0,0
465.299105621,173.920943743,783.274139682,1.0,0.0,501.688857329,4.0,9
596.548977723,149.366412257,678.041201194,1.0,0.0,613.852248555,4.0,0
606.130857048,251.319515076,650.286663601,1.0,0.0,680.069870536,2.0,7
856.147436535,201.030611815,689.050205145,1.0,1.0,898.291541474,3.0,2
407.064265335,136.767578027,619.39495004,1.0,0.0,611.612264356,2.0,9
406.50442719,107.081181667,603.734570194,1.0,0.0,633.237299991,2.0,9
539.435457328,169.000958294,782.473019012,1.0,0.0,644.776613935,2.0,9
592.565472233,91.5736777261,720.53823379,1.0,0.0,682.162422449,2.0,7
595.035860901,58.7880261256,666.520958507,1.0,0.0,669.034239501,0.0,0
416.2582876,339.010942453,596.263178442,1.0,0.0,589.7300732,7.0,0
478.739208045,245.338421213,741.528205689,1.0,0.0,612.421867278,7.0,3
972.726128029,210.927464029,987.277728205,1.0,1.0,968.728890177,6.0,5
560.882854736,167.002101877,620.329307181,1.0,0.0,627.972823642,1.0,0
395.820490302,161.676962654,546.689565533,1.0,0.0,592.184736536,0.0,9
991.104590137,15.0693845998,992.326908177,1.0,1.0,985.587620875,5.0,5
479.061638238,58.5032672776,802.331815894,1.0,1.0,975.468577513,3.0,8
416.295899071,129.219501048,595.473082893,1.0,0.0,565.135113675,7.0,0
965.373504208,25.7030898561,982.696428801,1.0,1.0,976.182915085,5.0,8
632.71658332,114.458672236,725.528249406,1.0,0.0,688.364740534,2.0,7
405.032813083,75.8116354684,440.467704779,1.0,1.0,632.003694506,5.0,8
427.418451355,317.815324031,606.947456166,1.0,0.0,573.986183808,0.0,0
413.318196166,14.5878595597,580.272492075,1.0,0.0,560.645774357,7.0,0
885.768584913,91.0873098231,736.661235827,1.0,1.0,397.670387756,6.0,5
486.188784261,209.327353504,761.697986624,1.0,0.0,616.067820133,2.0,3
684.230071122,347.336949721,775.618922188,0.0,0.0,415.476087486,0.0,1
881.675753238,54.7063296225,869.278593222,1.0,1.0,988.38608534,3.0,2
557.099300548,152.7691875,636.479547482,1.0,0.0,653.831978314,7.0,0
531.89095748,77.5164619788,824.750077095,1.0,0.0,630.689558564,2.0,9
382.17739747,37.8275020225,601.482327364,1.0,0.0,567.112529805,7.0,9
426.077532893,95.0060802524,586.936853356,1.0,0.0,586.249232842,1.0,0
450.059884021,124.739324479,728.281958656,1.0,0.0,600.287091871,7.0,3
883.929156883,247.268573085,901.061218174,1.0,1.0,599.425506137,5.0,5
389.167507981,27.6808815791,606.471665405,1.0,0.0,605.542996423,1.0,9
346.08363165,203.512082187,813.646399949,1.0,0.0,675.10125526,1.0,7
205.717054894,194.03059292,525.957631054,1.0,1.0,619.165565356,5.0,8
371.844829287,126.470832307,586.164583861,1.0,0.0,554.984722579,1.0,9
359.843942172,58.4112078277,838.735256366,1.0,0.0,687.975425341,2.0,7
423.168815872,343.198771184,621.662236543,1.0,0.0,572.756300377,1.0,0
395.597675328,223.926675134,736.654904623,1.0,0.0,575.560518252,1.0,4
388.350087701,33.1901264508,621.701040965,1.0,0.0,525.325931641,1.0,9
426.078215434,72.2420027798,613.658360934,1.0,0.0,576.690211356,2.0,0
774.369120766,70.0900179244,734.335205518,1.0,1.0,823.688658691,6.0,2
419.54515811,225.055077838,617.719865622,1.0,0.0,585.361357794,4.0,9
383.291085704,21.8281930122,600.116539099,1.0,0.0,583.74289848,4.0,9
430.636843896,107.724830615,645.500753709,1.0,0.0,580.091070502,4.0,9
419.743965374,124.729962474,780.347984631,1.0,0.0,646.978761603,0.0,9
450.038607364,137.46099245,740.351618405,1.0,0.0,578.430136599,4.0,3
397.099962138,91.1727158789,643.018342514,1.0,0.0,636.540078847,0.0,9
623.785009623,154.171473292,723.407048238,1.0,0.0,676.971257094,2.0,7
375.256047695,91.1882808826,865.912878479,1.0,0.0,706.705828857,2.0,7
979.639788624,167.115583135,997.184956817,1.0,1.0,984.616521081,3.0,8
405.98851815,52.3720897726,582.442611887,1.0,0.0,565.31795527,2.0,0
424.781211666,131.993645685,589.278026144,1.0,0.0,583.370376222,4.0,0
405.388813582,50.3166053824,712.615565379,1.0,0.0,569.863506909,1.0,3
327.367162051,67.9567735432,586.368224497,1.0,0.0,565.975539295,2.0,9
918.989102229,191.904210309,750.412110705,1.0,1.0,959.407556093,3.0,2
420.586604504,283.450564262,624.733210391,1.0,0.0,602.522910695,0.0,0
381.395998898,254.488860565,852.902411625,1.0,0.0,736.619854607,7.0,7
399.724502292,72.925195726,859.515799999,1.0,0.0,748.742786997,1.0,7
598.77328977,94.0003494959,721.929567395,1.0,0.0,674.163490875,4.0,7
426.445512954,262.503614073,811.364396095,1.0,0.0,615.764485699,4.0,4
409.429069595,65.0084031599,866.766933866,1.0,0.0,691.700740192,0.0,7
407.387658328,262.449553602,707.574606875,1.0,0.0,535.725242986,4.0,4
200.725054601,232.229597195,908.530360065,1.0,1.0,405.331521647,3.0,8
431.572359465,85.4188710255,623.720139068,1.0,0.0,594.981364752,2.0,0
634.480673668,152.693673514,683.146951892,1.0,0.0,648.832959623,4.0,7
592.982832434,26.1953521559,684.50656517,1.0,0.0,681.882487194,0.0,7
897.031985922,187.708656459,980.276470056,1.0,1.0,951.615174772,5.0,8
446.889728099,60.6844363409,738.874158818,1.0,0.0,664.740281926,0.0,9
444.262271315,188.093175336,596.449836729,1.0,0.0,594.527778438,4.0,0
413.544611543,339.604467404,712.890144903,1.0,0.0,570.947652182,0.0,4
448.808084762,87.0031873729,782.196414358,1.0,0.0,606.755345632,4.0,4
780.731693713,433.111795597,625.601355584,0.0,0.0,759.775376509,4.0,1
459.305329193,234.914899286,781.131550337,1.0,0.0,530.087708153,2.0,9
403.372898805,44.4532421345,596.081218969,1.0,0.0,580.262550739,2.0,9
419.373922612,67.777914368,735.387458874,1.0,0.0,598.726131582,0.0,3
407.08025327,199.824528283,621.867245151,1.0,0.0,555.8262099,7.0,9
601.152727632,103.275776523,665.1986535,1.0,0.0,648.390050337,1.0,0
370.496572492,273.658189193,290.155644296,1.0,1.0,566.481928375,6.0,2
628.644219146,46.2896798753,737.209756419,1.0,0.0,695.892945502,0.0,7
597.342021876,329.709574561,563.709506431,0.0,1.0,492.082045798,0.0,6
378.313711073,80.9615115536,579.718940144,1.0,0.0,552.391854786,0.0,9
436.537173065,101.327633079,700.304152485,1.0,0.0,599.024521729,4.0,3
352.326064883,195.29478505,590.522983715,1.0,0.0,568.126169344,2.0,9
438.210889386,224.138810591,854.213566493,1.0,0.0,703.490621013,4.0,7
374.303348971,127.650326044,742.175060933,1.0,0.0,548.628959552,4.0,4
594.986242272,216.840165807,708.663304751,1.0,0.0,672.185594089,2.0,7
607.298661088,64.3916668585,714.094181443,1.0,0.0,660.735722415,4.0,7
990.827339167,9.89243206663,755.960411939,1.0,1.0,324.412477436,6.0,5
672.823834133,101.921441228,730.943060579,1.0,0.0,687.054994741,7.0,7
351.927264312,77.7983766359,555.437023464,1.0,0.0,608.246247269,1.0,9
396.100167114,275.271645608,766.637186101,1.0,0.0,577.867490943,4.0,4
439.112131688,176.111005293,619.207427901,1.0,0.0,585.520008892,7.0,9
430.613214008,50.5652266675,286.750589541,1.0,1.0,252.220527967,5.0,5
551.476217574,59.4068261319,830.039664407,1.0,1.0,785.088992399,5.0,8
594.811181898,154.713755619,731.342054137,1.0,0.0,665.656861806,1.0,7
446.186018941,71.4016531801,628.845400275,1.0,0.0,597.825225242,1.0,0
583.665967017,171.146438914,637.054143377,1.0,0.0,578.432649538,1.0,3
362.3970391,61.6139604336,840.775783235,1.0,0.0,685.174733231,1.0,7
198.225015162,115.926606255,615.457452112,1.0,1.0,599.425506137,5.0,5
419.380022047,44.1754087128,584.611906797,1.0,0.0,562.441800382,1.0,9
398.192759561,143.104511056,731.352540486,1.0,0.0,554.329579188,2.0,4
434.08790016,48.008513505,598.532862672,1.0,0.0,576.978204583,0.0,0
465.384551389,311.877706877,453.23895558,1.0,1.0,349.445877597,6.0,5
418.167976237,29.910819316,592.478271584,1.0,0.0,602.747099195,7.0,9
420.65235121,242.720942602,599.989143227,1.0,0.0,572.18588715,2.0,0
453.276464311,57.437952317,735.40065264,1.0,0.0,572.898301048,2.0,3
820.016190335,199.238358192,693.562751633,1.0,0.0,854.688109617,7.0,4
413.276242086,175.464393512,581.574361218,1.0,0.0,587.930273102,7.0,0
343.26756696,98.5653377498,527.517396845,1.0,0.0,485.065847302,7.0,9
437.120856726,112.738258005,716.627987618,1.0,0.0,568.189732293,1.0,3
647.888096688,158.925159485,915.564474557,1.0,1.0,528.541714186,6.0,5
430.992538002,225.881942091,786.713904642,1.0,0.0,593.000136313,1.0,4
411.581752721,109.265078163,852.665241687,1.0,0.0,742.935220262,2.0,7
395.348515791,54.7586424814,855.299952465,1.0,0.0,695.881803713,7.0,7
580.42843792,206.087223556,896.504070515,1.0,1.0,552.857205737,6.0,5
533.97088685,28.9786440185,847.770903252,1.0,0.0,648.004106211,0.0,9
606.006747994,76.2470665294,711.062946832,1.0,0.0,651.960050494,7.0,7
830.882848706,119.051492092,846.707133632,1.0,1.0,918.668314783,3.0,8
436.176543384,62.1269161378,809.687088028,1.0,0.0,611.316550994,0.0,4
578.217777239,162.632745558,750.930216896,1.0,0.0,662.4345862,4.0,9
714.34634825,269.000154524,301.023583626,1.0,1.0,872.213904606,6.0,2
590.81401374,242.049159392,716.614627045,1.0,0.0,666.299488771,2.0,7
558.393035546,108.421826178,839.030188558,1.0,0.0,594.280122793,2.0,9
427.410464192,72.8051371535,606.850064145,1.0,0.0,605.151115005,4.0,0
444.626916624,209.092802769,788.543603084,1.0,0.0,569.922077337,4.0,4
354.420904329,51.4027080366,619.79591378,1.0,0.0,592.383445912,0.0,9
464.134457414,195.105649715,410.700700013,1.0,1.0,630.868868559,6.0,2
332.712340425,406.109053342,525.753355046,0.0,0.0,564.745364937,7.0,1
574.06607973,295.29365089,731.9797962,1.0,0.0,582.900623917,2.0,9
434.045166877,83.1212320703,886.696598695,1.0,0.0,741.420392536,0.0,7
389.175466619,88.3668580631,879.654962656,1.0,0.0,743.23366081,0.0,7
693.197315849,406.109053342,672.943602229,0.0,0.0,709.431649139,7.0,1
578.624921789,113.708817186,689.004760482,1.0,0.0,680.044678831,7.0,7
564.590500875,19.0015249913,717.813117283,1.0,0.0,636.214448366,4.0,7
405.690435931,198.649215053,802.980981981,1.0,0.0,596.267044104,1.0,4
393.875392073,278.664460039,619.752678515,1.0,0.0,577.297376435,0.0,9
857.926670979,32.8860424348,596.188103314,1.0,1.0,787.863758901,6.0,2
396.928610802,243.111510829,605.21265154,1.0,0.0,568.824009184,1.0,9
396.099508539,77.5317911306,608.434816569,1.0,0.0,570.043467487,0.0,9
387.400371163,246.825873942,628.786888298,1.0,0.0,603.197901513,7.0,9
600.99051979,276.809969891,676.167508918,1.0,0.0,674.093123204,2.0,0
436.22591388,103.082973299,625.374163143,1.0,0.0,583.068361533,1.0,0
369.869314565,133.329506002,850.2736217,1.0,0.0,720.071989399,7.0,7
431.137263881,91.9100923262,746.379950266,1.0,0.0,550.742871238,7.0,4
766.299793916,185.064765409,687.705784039,1.0,0.0,831.347601995,7.0,4
626.755403019,166.637923439,646.070351703,1.0,0.0,585.465545514,7.0,3
459.201094597,62.1513805931,703.385822625,1.0,0.0,573.925915428,2.0,3
384.959931266,137.476796932,610.084695039,1.0,0.0,580.089796917,2.0,9
462.149073624,183.59249839,762.910059655,1.0,0.0,631.827184773,4.0,9
385.553577574,116.112013843,844.240882163,1.0,0.0,705.149157398,7.0,7
442.174954558,45.8126871892,767.889548628,1.0,0.0,590.019560838,2.0,4
381.709504309,34.4485600661,825.620968049,1.0,0.0,687.558398299,0.0,7
68.3741835385,76.3541156877,508.487725444,1.0,1.0,638.244514627,6.0,2
326.359579246,125.938922886,541.847839492,1.0,0.0,587.694228548,0.0,9
321.269878009,102.075166569,614.534786325,1.0,0.0,566.99703407,4.0,9
411.824670055,116.587422837,595.880111015,1.0,0.0,549.842915167,7.0,9
336.509364975,433.122509869,555.714164256,0.0,1.0,530.620821356,7.0,6
381.565894575,203.117309572,665.343971705,1.0,0.0,609.519252087,2.0,9
585.219309866,330.926557748,836.740207575,1.0,1.0,356.252866099,6.0,5
618.70714198,211.42186276,697.411441925,1.0,0.0,646.199168467,1.0,7
29.6591062509,151.764606032,227.96693997,1.0,1.0,599.425506137,5.0,5
710.139741321,120.901108704,227.575001594,1.0,1.0,599.425506137,5.0,5
416.274064852,27.8371219224,641.411604222,1.0,0.0,624.310629662,1.0,9
948.605538216,172.628872826,423.377088271,1.0,1.0,477.666416468,3.0,2
369.941155467,126.58706046,826.939159665,1.0,0.0,689.086670977,0.0,7
401.134131832,21.8610711619,609.040723824,1.0,0.0,565.790687248,7.0,0
403.588398502,65.2210899985,574.090946569,1.0,0.0,566.189288072,1.0,0
413.242708659,40.6118004296,914.613359451,1.0,1.0,757.76743166,3.0,8
349.776876925,21.0055596721,639.605762719,1.0,0.0,546.339334513,2.0,9
384.114747457,289.139025212,722.252052338,1.0,0.0,577.421261084,2.0,4
471.075481257,64.5458962507,630.409428243,1.0,0.0,672.792171009,4.0,9
491.898014559,26.4689156268,861.561464885,1.0,0.0,641.380200299,2.0,9
391.029455259,148.437013157,592.210904825,1.0,0.0,597.321279048,2.0,0
344.430463757,78.8127589957,393.071293429,1.0,1.0,218.741376651,6.0,5
802.065812625,180.373653236,722.351327876,1.0,0.0,844.487422292,4.0,4
497.750415562,54.104580024,717.468646305,1.0,0.0,636.086696269,4.0,9
414.964408988,135.130311711,608.577807407,1.0,0.0,596.747991213,0.0,0
433.07154294,78.6896809716,595.637507504,1.0,0.0,587.118540114,2.0,0
421.039201543,82.9333266529,880.815932228,1.0,0.0,698.22346672,4.0,7
512.81135032,96.9618635893,793.743055197,1.0,0.0,713.880096601,7.0,9
451.469465163,205.608149943,710.86158163,1.0,0.0,628.867075718,0.0,3
428.89922706,159.430094176,730.560819223,1.0,0.0,621.959543622,7.0,3
433.244587759,297.478460804,582.133376645,1.0,0.0,590.405974491,0.0,0
381.836773881,41.4702052494,620.976690677,1.0,0.0,595.49449031,1.0,9
629.576407005,-38.8164821649,787.805649945,0.0,1.0,547.662312195,4.0,6
760.760325938,57.2509835939,846.450016751,1.0,1.0,818.149461308,3.0,8
425.790684528,80.4093844705,575.733700151,1.0,0.0,573.808472194,1.0,0
929.774402013,68.6125567992,799.676790489,1.0,1.0,325.196196791,6.0,5
593.870558226,48.4723741938,674.081730746,1.0,0.0,687.789192904,4.0,0
362.942212811,168.630022377,801.083313993,1.0,0.0,678.565209586,0.0,7
588.792229358,141.786812475,661.501220334,1.0,0.0,596.354289691,1.0,3
387.777751087,178.445174371,620.197423247,1.0,0.0,571.715201848,0.0,9
614.219753906,268.949651429,699.381663859,1.0,0.0,624.992581364,2.0,7
403.507382428,85.19224282,745.782559603,1.0,0.0,572.820041053,1.0,4
799.822816582,171.995648838,435.436669112,1.0,1.0,383.236422413,6.0,2
426.092058026,231.298483831,642.461433441,1.0,0.0,606.803533062,0.0,0
976.940374285,64.7790889191,743.381673936,1.0,1.0,973.820587363,6.0,2
585.737120903,59.3183837227,688.547732202,1.0,0.0,591.545299469,7.0,7
621.251645991,42.8235598335,727.102031946,1.0,0.0,643.592416118,4.0,7
355.821224781,77.1467728303,867.129208501,1.0,0.0,695.162448924,0.0,7
593.24863486,169.696012767,654.99307498,1.0,0.0,654.086211293,2.0,0
431.229311296,66.7479022193,736.942320545,1.0,0.0,582.024362757,1.0,3
408.924210305,163.570486427,371.262302622,1.0,1.0,691.777064667,3.0,2
424.478033836,87.0580032761,606.99083671,1.0,0.0,558.45001253,1.0,0
395.74678371,110.193607923,745.055305229,1.0,0.0,559.948847303,2.0,4
572.011133795,212.45249456,857.302118514,1.0,0.0,685.189311706,7.0,9
587.67002449,97.6343826742,684.882669801,1.0,0.0,617.312076219,4.0,7
504.495968818,207.84966632,604.634815311,1.0,1.0,470.761780394,6.0,5
567.573632274,173.799287389,874.012402966,1.0,1.0,517.070321366,6.0,5
402.049963916,113.319406884,733.205395484,1.0,0.0,548.54061816,1.0,4
423.786378737,13.783559463,625.470140596,1.0,0.0,621.975553117,4.0,9
612.21441886,198.580162569,685.492701269,1.0,0.0,653.568723595,7.0,0
647.382255721,263.87883955,666.908072162,1.0,0.0,601.767587732,7.0,3
775.239696091,180.354753802,703.40098419,1.0,1.0,570.309202652,6.0,5
487.389390324,327.6018555,756.862719772,1.0,1.0,599.425506137,5.0,5
447.680891925,46.7914160823,677.266965965,1.0,0.0,613.19501761,4.0,9
623.603239907,33.7102814613,697.600923794,1.0,0.0,666.158501717,2.0,7
581.615797644,382.128846227,385.569439805,0.0,0.0,523.631472091,4.0,1
424.111534472,28.522594984,811.350982802,1.0,0.0,736.428499209,1.0,7
449.278738597,282.393672114,735.193519058,1.0,0.0,618.754044033,4.0,3
555.805557874,215.978953472,648.350107087,1.0,0.0,662.873370902,7.0,7
936.013388912,112.657897553,781.100073364,1.0,1.0,909.913515232,6.0,2
509.785010624,103.059977884,809.006445703,1.0,0.0,636.668394568,0.0,9
688.750506505,428.577209225,857.387187168,0.0,1.0,546.6514166,7.0,6
614.680542785,406.109053342,534.443903499,0.0,0.0,632.525485558,4.0,1
412.095079131,134.804101979,655.301302325,1.0,0.0,614.908509045,4.0,9
641.822446785,48.3369285012,682.671076247,1.0,0.0,607.611109702,2.0,3
400.876019714,58.1241858237,597.748239804,1.0,0.0,613.184411227,7.0,9
429.846126127,145.671728468,655.89601639,1.0,0.0,632.674240301,0.0,9
434.777197639,77.8133388927,627.195949284,1.0,0.0,589.92199862,0.0,0
951.832180144,89.0703585142,998.583013585,1.0,1.0,959.494529023,5.0,8
500.926701352,94.3375970254,859.16578914,1.0,1.0,796.685780703,5.0,8
389.637048688,257.882405726,601.842040823,1.0,0.0,564.440245381,2.0,9
584.671384414,129.243248428,851.553032051,1.0,0.0,639.313571926,4.0,9
420.76509497,84.1483205085,610.296946157,1.0,0.0,596.627623165,0.0,0
585.176680027,16.879531116,637.788929441,1.0,0.0,659.090411215,4.0,0
309.548769854,390.173182148,612.498973722,0.0,0.0,346.257157204,1.0,1
407.782278698,97.4128653998,843.875582381,1.0,0.0,713.469431082,4.0,7
427.185915083,72.8686436195,729.061639815,1.0,0.0,634.929163707,7.0,3
502.36833621,182.738603746,878.659081989,1.0,0.0,584.380536772,0.0,9
409.931593108,281.785523013,780.745844413,1.0,0.0,601.227618699,4.0,4
399.706644601,302.920079941,728.718802364,1.0,0.0,553.878258931,1.0,4
581.055894412,26.7304672245,645.791518575,1.0,0.0,620.074567997,1.0,0
408.735490271,103.31382707,770.413781594,1.0,0.0,576.887879022,0.0,4
644.781764729,280.636134981,705.174686793,1.0,0.0,717.07931834,4.0,7
623.942022237,89.2028354798,649.325978946,1.0,0.0,565.458266089,0.0,3
446.748262242,333.739265228,772.151092748,1.0,0.0,618.28169953,0.0,4
356.057110637,56.4954242084,643.287450869,1.0,0.0,575.770642809,0.0,9
354.668621547,36.2368492614,623.605429644,1.0,0.0,591.834835085,1.0,9
411.958527711,201.188258329,605.73855441,1.0,0.0,619.272820968,7.0,9
559.454697417,245.118321476,844.039924664,1.0,1.0,728.77108019,3.0,8
647.937098624,83.1182394669,674.040553942,1.0,0.0,636.96519528,4.0,3
794.123748502,79.1737957939,705.533706614,1.0,0.0,847.932736365,1.0,4
981.620075272,176.364481522,954.990332253,1.0,1.0,949.418060249,5.0,5
408.361461658,54.5757924106,606.633799063,1.0,0.0,577.144822958,1.0,0
360.95464541,92.8484859427,738.161800217,1.0,0.0,522.989214297,0.0,4
680.747742357,284.802591134,732.039010202,1.0,1.0,401.330329478,5.0,5
333.308134427,165.978662552,528.936583756,1.0,1.0,310.112686129,5.0,5
784.511614125,163.207854926,917.381473873,1.0,1.0,838.188661777,5.0,8
444.131730528,38.0762758149,715.482274994,1.0,0.0,595.438355011,7.0,3
461.138472809,80.9416067609,733.238127813,1.0,0.0,592.223312116,7.0,3
443.086651659,327.867768075,614.9627451,1.0,0.0,582.25688903,2.0,0
400.01465899,143.174897626,781.241747011,1.0,0.0,565.003472724,1.0,4
589.252232917,211.851450728,648.334820861,1.0,0.0,649.244035575,7.0,0
631.040564149,103.223900753,663.733562521,1.0,0.0,603.094968618,7.0,3
443.063120006,247.609054884,787.579075643,1.0,0.0,602.190348675,0.0,4
402.675547316,68.9807021302,646.601002986,1.0,0.0,575.9623825,0.0,9
680.675214157,140.900183673,792.706888723,1.0,1.0,798.816928484,3.0,8
911.886696937,92.7994720393,923.925611669,1.0,1.0,914.253625447,5.0,8
892.993870017,215.623134385,570.135855362,1.0,1.0,518.800919876,6.0,5
784.060590594,233.078659203,699.502840537,1.0,0.0,846.040199185,0.0,4
966.780866138,85.1544133541,584.377075342,1.0,1.0,702.029129364,3.0,2
476.129092863,65.0985164882,892.57961344,1.0,0.0,602.887309454,0.0,9
370.462852826,122.605282225,593.597826619,1.0,0.0,559.832796481,0.0,9
391.956462855,210.997854929,625.985533386,1.0,0.0,615.994978494,4.0,9
467.624340725,93.3293821557,801.993023666,1.0,0.0,646.736390916,0.0,9
474.600403572,279.986403076,626.839379131,1.0,0.0,609.795619204,0.0,9
626.665162055,115.032760641,574.62077192,1.0,1.0,860.58807829,6.0,2
657.409639029,21.0111174025,647.173963589,1.0,0.0,589.312195825,7.0,3
411.477463595,150.220452566,663.729449045,1.0,0.0,621.835153289,4.0,9
816.517047859,355.330688472,582.395425227,0.0,0.0,563.466040992,7.0,1
447.852994708,135.371208738,764.056490371,1.0,0.0,606.916711911,2.0,3
425.38291123,174.988577722,732.59945652,1.0,0.0,586.799638634,0.0,4
582.664594195,39.1255278313,687.982764334,1.0,0.0,683.300696592,4.0,7
378.359424424,129.613972764,592.907534435,1.0,0.0,577.695905512,4.0,9
366.191744372,149.105061243,576.673070711,1.0,0.0,592.314318067,7.0,9
453.584499071,68.8220643985,741.378345827,1.0,0.0,592.124543174,4.0,3
94.4530030247,168.059907311,543.156498791,1.0,1.0,207.512605044,3.0,8
620.95190536,236.639165757,713.777652178,1.0,0.0,679.345372677,4.0,7
423.520223598,154.706206921,734.755221937,1.0,0.0,581.424792642,2.0,4
443.63010851,16.5323736636,723.557911414,1.0,0.0,605.102467069,7.0,3
380.074726902,109.317790115,599.990368445,1.0,0.0,573.981536112,2.0,9
446.212802686,90.2831534015,748.485315598,1.0,0.0,640.51743681,7.0,3
788.234696108,368.494151261,639.48913742,0.0,0.0,781.265238457,7.0,1
441.977273106,200.433033713,621.317668063,1.0,0.0,585.25406729,4.0,0
453.343695957,37.1299729253,665.071728459,1.0,0.0,636.660791814,2.0,9
409.566067269,164.616837452,617.19870666,1.0,0.0,667.830782467,0.0,9
393.967262605,262.849194346,569.744006198,1.0,0.0,579.657440871,2.0,9
464.157676959,61.367495403,735.986476163,1.0,0.0,606.591294066,1.0,3
513.889016351,105.613266539,748.259712147,1.0,1.0,887.292807625,5.0,8
728.293537204,406.109053342,808.17353454,0.0,0.0,802.11411119,4.0,1
363.133062791,18.4698342152,610.843763309,1.0,0.0,567.172630046,0.0,9
415.936773167,250.892235161,727.136979862,1.0,0.0,559.118896427,2.0,3
452.857098657,159.423713516,626.654247139,1.0,0.0,605.861844032,4.0,0
483.075976891,134.193104573,755.443967265,1.0,0.0,632.454301639,4.0,3
841.808587199,149.533897845,564.145566768,1.0,1.0,444.684930146,5.0,5
641.42725345,110.990972775,650.920573112,1.0,0.0,572.758729299,4.0,3
569.764492408,164.67514628,651.899035566,1.0,0.0,659.773885729,4.0,0
624.469314189,37.4850362378,695.016337698,1.0,0.0,678.281944267,7.0,0
411.400439758,258.616116106,581.760497174,1.0,0.0,549.460435132,2.0,0
