,Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_Residancy_Altitude,Looking_at_poles_results,Yearly_ExpensesK,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Satisfaction_with_previous_vote,Avg_monthly_income_all_years,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Garden_sqr_meter_per_person_in_residancy_area,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Overall_happiness_score,Num_of_kids_born_last_10_years,Financial_agenda_matters,split
9093,Yellows,6.0,145.564519132,28295.2989831,Financial,48.5215063773,No,583.149640142,No,Female,By_16:00,0.122609656304,0.248314414173,7.24328796612,6.38982135803,5.39784125285,3.72071054066,6840.0,70.1875636354,590.328800041,7012.1540015,77535.2851367,Yes,340063.502798,24.296682902,698456.092097,63.7736612232,2412.8580875,60.0,Below_30,5.0,1032.98995473,11.0,Foot_or_bicycle,Industry_or_other,886.758141348,4.0,No,train
9097,Greens,9.0,626.413233493,179855.938887,Foreign_Affairs,208.804411164,No,861.360820318,No,Female,By_16:00,0.963966862997,0.00148539314978,4.01976786554,8.81312813843,8.51219225442,6.204734887,9534.0,97.0939155901,974.349315459,10562.3068341,111069.244199,Yes,741942.462779,31.2145689616,1900387.93637,46.0582144326,43818.0865329,40.0,Below_30,2.0,1364.74970545,8.0,Foot_or_bicycle,Student_or_Unemployed,803.398479009,3.0,Yes,train
9098,Oranges,5.0,153.843131719,23514.8308382,Healthcare,51.2810439062,No,458.548208987,Yes,Male,By_16:00,0.791090134997,0.143212046474,8.74522879021,7.06546771806,3.16980663221,2.75535084074,3910.0,50.1941596158,601.503584197,5788.48925826,73032.0581424,Yes,210266.459965,24.5255700076,724825.865371,70.1662632637,2691.02650801,80.0,Below_30,2.0,959.304826107,11.0,Foot_or_bicycle,Public_Sector,744.193558862,0.0,No,train
9099,Yellows,10.0,549.043670223,70718.7385613,Social,183.014556741,No,386.410457292,Yes,Female,After_16:00,0.834312257823,0.954705137992,4.07938085962,6.72359175282,4.94087042054,3.69031120557,3254.0,40.8389344811,545.819592378,4955.74375767,63865.8475861,Yes,149313.041504,23.3627822054,596827.130628,5.44117728714,33687.3425358,70.0,45_and_up,2.0,826.211340214,3.0,Motorcycle_or_truck,Student_or_Unemployed,592.665322689,0.0,No,train
9101,Pinks,2.0,173.791633367,45056.5153647,Military,57.9305444557,No,777.767856111,No,Female,By_16:00,0.326297424734,0.43336279178,0.14300894225,9.17331186123,3.00498892786,4.13607269526,4669.0,18.1373687694,692.744043889,9163.16664889,91234.2044679,Yes,604922.838,26.3200312289,961558.67669,99.4033112889,3423.87852539,30.0,45_and_up,3.0,1192.39049909,13.0,Foot_or_bicycle,Student_or_Unemployed,982.288147953,1.0,Yes,train
9103,Reds,8.0,978.621481629,207898.959543,Social,326.207160543,No,637.321876065,No,Male,By_16:00,0.581069828244,0.21434795158,0.45842238469,4.19783555903,4.88138934365,3.95712872734,5453.0,39.5606156904,693.119729321,7759.45821929,82386.0948508,Yes,406179.173711,26.3271671344,962177.329119,36.3557903562,106747.31875,70.0,30-45,4.0,1037.58439208,19.0,Motorcycle_or_truck,Student_or_Unemployed,700.088896178,3.0,No,train
9104,Oranges,7.0,819.329713531,107291.792251,Financial,273.10990451,No,392.852073392,Yes,Male,By_16:00,0.422389913816,0.571969218086,0.107618244365,7.41879128153,0.783992207143,9.53379762359,7520.0,79.2193053523,566.470962574,5061.46265907,69071.8506532,Yes,154332.751569,23.8006504654,642923.976188,51.8685036106,74872.1298462,60.0,30-45,2.0,920.319691038,6.0,Foot_or_bicycle,Public_Sector,742.421234764,0.0,No,train
9105,Greens,5.0,205.614341694,16195.0464734,Other,68.5381138981,No,236.292561208,Yes,Male,After_16:00,0.421381403925,0.686388514936,1.43494259799,5.2725589741,9.79422587669,9.35106856283,9186.0,69.2206712905,459.547660511,3282.02093311,42137.2189253,Yes,55834.1744824,21.4370627771,422673.372452,4.59651390556,4776.01117061,50.0,30-45,1.0,466.709814578,18.0,Motorcycle_or_truck,Public_Sector,58.9753279928,0.0,Yes,train
9107,Greys,5.0,64.0839538446,9012.63380138,Financial,21.3613179482,No,421.913751915,Yes,Male,By_16:00,0.870171712711,0.00782506749965,6.36820166837,7.11591337575,2.51812656643,3.44976017019,4872.0,75.1901972108,566.441855845,5352.02123084,68158.9394146,Yes,178011.214055,23.8000389883,642826.01617,6.77125207148,487.667222432,60.0,Below_30,1.0,892.6642012,9.0,Public_or_other,Hightech,681.350311495,0.0,No,train
9111,Yellows,8.0,609.352569472,102286.424504,Healthcare,203.117523157,No,503.582472425,No,Male,By_16:00,0.0510744107887,0.341356594581,2.75235345121,2.87625588477,0.942114156205,5.73398524662,4076.0,69.1192704719,575.651487941,6187.12770013,73351.1817642,Yes,253595.306534,23.9927382335,664077.55625,36.6173313931,41469.8457368,80.0,Below_30,5.0,975.795905904,9.0,Motorcycle_or_truck,Hightech,814.702639028,2.0,No,train
9114,Blues,10.0,30.7723841545,4683.44456403,Financial,10.2574613848,No,456.589051454,Yes,Male,After_16:00,0.216103093699,0.438548618928,4.50322889956,0.352310282178,0.875599186402,4.92057728348,8715.0,91.5060087107,609.673339156,5785.23719285,70349.0091931,Yes,208473.561907,24.6915641294,744470.320796,54.08601698,125.472975446,60.0,Below_30,2.0,894.650305732,9.0,Foot_or_bicycle,Hightech,600.570790694,3.0,No,train
9115,Yellows,10.0,97.7042359844,12128.7403534,,32.5680786615,No,372.411909205,Yes,,By_16:00,0.321745118359,0.128883272409,0.370181195904,3.87633900624,0.698097348213,9.62240746478,3042.0,88.8100787299,547.220155785,4818.55940362,63253.5930512,Yes,138690.630117,23.3927372444,599853.730493,6.82195068803,1103.24782636,60.0,Below_30,1.0,815.499725298,10.0,Car,Public_Sector,571.520788342,0.0,No,train
9116,Blues,9.0,104.758984119,15849.6264475,Education,34.9196613731,No,453.888320342,Yes,Female,After_16:00,0.385347787989,0.474948277231,3.36155895144,3.76931509469,4.24181628274,1.93910456263,9998.0,27.8001416707,594.084847286,5727.05289799,69095.2154187,Yes,206014.607343,24.3738558149,706939.774922,53.7049295846,1264.30241178,100.0,45_and_up,3.0,881.20272046,19.0,Motorcycle_or_truck,Services_or_Retail,602.275051738,0.0,No,train
9117,Whites,3.0,245.673021876,40187.9686707,Foreign_Affairs,81.8910072918,No,490.749472985,Yes,Male,After_16:00,0.661907220026,0.108924178174,4.04302566778,3.13819168834,8.02828592481,4.81751345331,5075.0,13.0781247513,659.991920308,6227.47857047,77887.3981034,Yes,240835.045235,25.6903079061,872407.475889,56.4126267564,6798.02808257,40.0,Below_30,2.0,1007.09601118,19.0,Public_or_other,Services_or_Retail,728.056671217,1.0,Yes,train
9120,Blues,6.0,802.211281488,111447.380837,Social,267.403760496,No,416.77566774,Yes,Male,By_16:00,0.924452167004,0.237361187814,8.39194109431,5.46063030371,4.02957257349,3.711611256,6035.0,88.2610327797,575.346661494,5318.45000038,66515.323222,Yes,173701.95722,23.9863849192,663057.050668,15.8802042715,71782.1748879,70.0,Below_30,2.0,850.846169746,17.0,Foot_or_bicycle,Student_or_Unemployed,582.713215255,0.0,No,train
9121,Reds,9.0,154.692355275,17639.5147876,Education,51.5641184251,No,342.088943366,Yes,Female,By_16:00,0.487447418971,0.491591940168,9.88682400202,9.27573140245,0.935724002775,2.33470637817,5931.0,56.3751602545,662.595239128,4746.07991192,79062.1287208,Yes,117024.845173,25.7409253744,879296.94719,19.323224877,2720.42242738,100.0,30-45,2.0,1070.52281723,12.0,Car,Public_Sector,879.956415362,0.0,No,train
9122,Whites,6.0,307.523778927,29668.7203372,Foreign_Affairs,102.507926309,No,289.428548655,Yes,Female,After_16:00,0.478405145695,0.0516370143741,7.28497293545,5.78016501153,8.70518375188,4.81291858014,8446.0,72.0234444132,629.14362838,4152.5727433,74261.8308785,Yes,83768.8847763,25.0827356638,792769.362953,20.0843140716,10620.3828825,40.0,30-45,2.0,1008.43419173,16.0,Foot_or_bicycle,Student_or_Unemployed,826.524142654,0.0,Yes,train
9123,Pinks,5.0,140.504734855,43007.7491812,Military,46.8349116185,No,918.283982931,No,Female,By_16:00,0.869461519876,0.23485707026,1.78143944358,5.58576775249,2.70939776441,6.31187760737,4024.0,40.8613970736,539.950066013,10262.7399613,77933.6976327,Yes,843245.473307,23.2368256441,584852.034369,95.5517875263,2250.34385793,30.0,45_and_up,1.0,993.584862962,5.0,Car,Industry_or_other,831.602810515,0.0,Yes,train
9125,Blues,10.0,974.586976404,136809.058939,Environment,324.862325468,No,421.129346845,Yes,Male,After_16:00,0.72969679581,0.5709984852,1.25161374919,9.88886100007,3.1636346085,0.227519264445,5179.0,4.44439675193,565.777505371,5342.84847919,66297.8749916,Yes,177349.926774,23.7860779737,641242.825542,71.0120576201,105870.392834,90.0,45_and_up,0.0,852.975203988,10.0,Foot_or_bicycle,Hightech,603.325028941,0.0,No,train
9126,Pinks,5.0,659.231457754,209536.82545,Military,219.743819251,No,953.550485126,No,Male,By_16:00,0.885834906483,0.46725820424,3.75871817814,6.51284846943,9.83406571206,5.14696071157,3566.0,52.7547156904,578.794909175,10693.0946696,82591.6706942,Yes,909258.527684,24.0581568117,671843.588595,99.3283496238,48517.0899184,30.0,45_and_up,1.0,1052.74263445,12.0,Car,Hightech,872.94433535,0.0,Yes,train
9129,Oranges,1.0,356.320848952,50910.2532185,Social,118.773616317,No,428.632677838,Yes,Female,By_16:00,0.724783496698,0.868351924932,1.82872862555,5.92505075503,0.553414081223,9.63311723899,9680.0,70.1789552346,580.028988571,5446.38475552,71960.9784171,Yes,183725.97251,24.0837909925,674100.318442,43.82000037,14235.9455494,70.0,Below_30,3.0,962.104657676,2.0,Motorcycle_or_truck,Hightech,794.430600357,0.0,No,train
9131,Blues,4.0,997.171162499,141112.230072,Education,332.3903875,No,424.537638207,Yes,Female,After_16:00,0.0906611431856,0.974647241412,2.38616992021,2.9619629751,4.24001718871,6.45014909329,4012.0,42.3225115519,576.197242349,5397.77086677,67179.4923813,Yes,180232.206254,24.0041088639,665043.956305,67.9550564382,110825.76009,100.0,45_and_up,1.0,862.478524192,1.0,Public_or_other,Student_or_Unemployed,602.894484513,1.0,No,train
9132,Greys,9.0,867.225537315,126838.40515,Financial,289.075179105,No,438.773074683,Yes,Male,By_16:00,0.943405848928,0.517769129016,8.264958933,5.77139056288,2.49817007687,5.13345617801,9923.0,65.6124024652,589.451525521,5566.63379788,70903.6901948,Yes,192521.811067,24.2786228094,696063.167383,0.818726303987,83863.5343536,60.0,Below_30,3.0,928.479895297,14.0,Public_or_other,Hightech,708.192429718,0.0,No,train
9133,Whites,2.0,186.939954091,29001.148458,Military,62.3133180302,No,465.408509364,Yes,Female,By_16:00,0.574465339771,0.0885551762767,6.77503006766,2.6893543452,7.41040503373,8.87345979456,9865.0,20.4567478504,884.590541127,6423.2661759,95467.824819,Yes,216605.080589,29.7420668604,1566206.20014,61.8603909854,,30.0,30-45,3.0,1207.64270468,6.0,Foot_or_bicycle,Services_or_Retail,729.940733463,2.0,Yes,train
9135,Pinks,10.0,458.736696033,131872.814898,Military,152.912232011,No,862.408540921,No,Male,After_16:00,0.309321020497,0.329072066583,4.74182219012,6.80975629017,1.74265894108,6.13663793541,7663.0,41.159624164,831.159999594,10286.4054084,102588.97161,Yes,743748.491454,28.8298456394,1383458.26476,74.5970770018,23545.0629306,30.0,Below_30,6.0,1300.26803736,18.0,Car,Student_or_Unemployed,931.966367267,1.0,Yes,train
9137,Reds,4.0,602.060599298,117300.413439,Social,200.686866433,No,584.494718184,No,Male,,0.815846963553,0.380314599257,9.33826274006,1.42025271198,6.89976068214,4.3284518295,4319.0,54.4471225934,659.578338748,7164.10385934,78307.5572049,Yes,341634.075585,25.6822572752,871360.137649,67.6656583324,40485.9052249,70.0,45_and_up,2.0,991.306496168,3.0,Foot_or_bicycle,Hightech,678.473038953,0.0,No,train
9138,Yellows,2.0,296.383760279,34829.8206635,Education,98.7945867598,No,352.547865281,Yes,Male,By_16:00,0.859208265087,0.710029913345,8.11917509185,7.10035176948,5.72303115623,8.33562611602,4117.0,66.2088692887,508.868763682,4543.21618017,60243.7187609,Yes,124289.997314,22.5581196841,518846.120122,8.23805911932,9869.16495981,100.0,Below_30,2.0,787.604151159,,Motorcycle_or_truck,Public_Sector,588.734954635,0.0,No,train
9142,Blues,7.0,572.729663855,117765.952599,Social,190.909887952,No,616.86670011,No,Female,By_16:00,0.654878002591,0.892716474365,6.30012125243,1.23627435882,9.98951602262,3.29554683063,4148.0,90.2124101529,643.865184327,7456.39736975,77281.0216748,Yes,380524.525705,25.374498701,830416.186269,45.2142219525,36647.4952057,70.0,Below_30,1.0,973.44953214,18.0,Public_or_other,Public_Sector,664.568392469,0.0,No,train
9143,Greys,7.0,575.600723991,88116.9968548,Education,191.866907997,No,459.261045975,Yes,Male,After_16:00,0.719947124599,0.612429471686,2.1172743151,8.49042388843,2.37897860818,7.14009515941,5577.0,5.47125819139,604.755289201,5802.12103816,73575.3881824,Yes,210920.70835,24.591772795,732683.160126,37.7317112871,37014.7772924,100.0,Below_30,1.0,968.195588025,20.0,Public_or_other,Industry_or_other,755.979446293,1.0,No,train
9145,Greens,7.0,213.632151089,43439.1243336,Other,71.2107170295,No,610.008242377,No,Female,By_16:00,0.518767880509,0.710743117845,4.83658041572,8.91078694724,2.88470966276,7.59187154705,5718.0,37.0197363198,877.260588394,7854.60360056,85266.728881,Yes,372110.055768,29.6185851855,1539997.32039,64.7806231165,5152.17693689,50.0,Below_30,2.0,953.051477468,2.0,Foot_or_bicycle,Services_or_Retail,205.032247351,0.0,Yes,train
9146,Yellows,1.0,314.667164579,52361.3465975,Education,104.88905486,No,499.206963658,Yes,Male,After_16:00,0.50677976571,0.208585018292,6.47647293517,7.68140011234,3.62270601792,0.222179922275,3769.0,40.0795145659,624.551483073,6241.17260273,76346.1528036,Yes,249207.592565,24.9910280515,781416.382885,90.8673333004,11116.6028842,100.0,45_and_up,1.0,1001.04998277,6.0,Foot_or_bicycle,Student_or_Unemployed,778.065903286,0.0,No,train
9147,Whites,3.0,360.977199845,79378.8690956,Military,120.325733282,No,659.699857468,No,Male,By_16:00,0.0917498478666,0.17789449566,2.75510905311,8.09617575025,8.31047877902,9.39244181849,9210.0,44.5069722598,929.988317518,8456.97520971,105814.985271,Yes,435203.901943,30.4957098215,1731304.54661,5.40909701958,14608.6078231,30.0,30-45,0.0,1342.11213004,20.0,Foot_or_bicycle,Public_Sector,878.305317056,0.0,Yes,train
9148,Browns,4.0,1191.21673751,245313.322367,Social,397.072245838,Yes,617.805260726,No,Male,After_16:00,0.16235061246,0.928715626476,0.224234841298,9.09721879521,5.11013329495,4.31125428528,5896.0,41.853603418,618.323920774,7414.70044881,77629.2717435,No,381683.34018,24.8661199381,766044.602423,19.3011211231,158073.440661,70.0,45_and_up,0.0,1002.1996341,1.0,Car,Services_or_Retail,767.855158662,0.0,No,train
9149,Blues,10.0,457.469574925,85945.5899072,Social,152.489858308,No,563.615120774,No,Female,By_16:00,0.0886942467187,0.37181730452,4.54188380158,4.33861898957,6.56156229554,1.4744126494,3892.0,15.287319757,611.631575102,6859.41435795,73273.7815554,Yes,317662.004365,24.7311862858,749401.799771,67.9152498953,23415.6467452,70.0,Below_30,1.0,927.738592584,13.0,Public_or_other,Public_Sector,641.81732583,0.0,No,train
9151,Oranges,5.0,209.279730743,54317.7622839,Environment,69.7599102477,No,778.638649204,No,Female,After_16:00,0.646493468434,0.125630901428,,5.47329279128,8.22114462266,7.03138297889,4981.0,69.0421797568,824.186245264,9434.75898257,94453.852432,Yes,606278.146034,28.7086440861,1360019.01136,24.6463517658,4946.20498802,90.0,30-45,5.0,1151.85095901,12.0,Public_or_other,Public_Sector,664.438946714,1.0,No,train
9152,Yellows,8.0,94.5631596428,14691.3975747,Financial,31.5210532143,No,466.082065052,Yes,Female,After_16:00,0.00480098952539,0.622822469566,5.01915742178,6.26330750529,8.93106190953,3.4669151227,4105.0,71.0990175372,670.437927106,6001.69650473,80411.3510372,Yes,217232.491363,25.8928161293,900269.80252,50.0919695245,1035.09784895,60.0,45_and_up,1.0,1059.84846618,17.0,Foot_or_bicycle,Industry_or_other,819.692250558,0.0,No,train
9154,Yellows,7.0,278.19464726,34346.5570034,Education,92.7315490865,No,370.386964757,Yes,Male,After_16:00,0.753060804214,0.773461883655,8.51942240028,8.86128237471,8.46867877059,1.43323863856,5171.0,96.5972325765,580.104717307,4864.07908218,65732.2627598,Yes,137186.503662,24.0853631342,673989.7577,72.6018720539,8701.87174508,100.0,Below_30,2.0,842.335267582,12.0,Public_or_other,Hightech,566.404651059,1.0,No,train
9156,Oranges,8.0,945.93809885,126180.771115,Social,315.312699617,No,400.176622345,Yes,Female,After_16:00,0.307286092546,0.671660565073,0.227691140026,9.76250225678,9.18115491048,5.44614126906,7607.0,28.2969739987,576.080932361,5153.92808817,70315.4380844,Yes,160141.329071,24.0016860316,664906.308358,4.35738635715,99747.4112392,70.0,45_and_up,3.0,937.315738656,11.0,Car,Services_or_Retail,757.650474592,1.0,No,train
9158,Reds,7.0,832.876273515,106643.559478,Social,277.625424505,No,384.127497213,Yes,Female,By_16:00,0.794823775534,0.204578875331,4.56345962593,7.12321829051,1.40031005722,0.620760119054,7047.0,63.6902610073,727.748260584,5296.77149329,84933.5406723,Yes,147553.934115,26.9768096813,1060506.73308,88.4066618048,77363.5017561,70.0,45_and_up,3.0,1132.15819235,9.0,Motorcycle_or_truck,Services_or_Retail,877.544016215,0.0,No,train
9161,Blues,3.0,943.855959377,146130.889935,Social,314.618653126,No,464.469885951,Yes,Male,After_16:00,0.555699024349,0.570575154386,4.25075728679,5.68732255371,2.87746796384,7.3173109442,3308.0,9.16089599486,582.732785806,5810.16443112,68592.7008468,Yes,215732.274955,24.1398588605,680241.56006,45.0862257276,99309.5155477,70.0,30-45,1.0,876.951928889,2.0,Car,Student_or_Unemployed,612.090866136,0.0,No,train
9163,Yellows,6.0,443.280101222,59242.2225078,Healthcare,147.760033741,No,400.935361261,Yes,Female,By_16:00,0.193169546546,0.915304131806,1.49434919236,3.59813643154,2.55720727844,2.87211859133,9494.0,80.9299560497,564.109184019,5137.57198065,65705.9817137,Yes,160749.16391,23.7509828011,637447.597735,55.852887989,21990.7876048,80.0,30-45,2.0,846.95149415,5.0,Car,Hightech,598.319384814,1.0,No,train
9164,Oranges,3.0,147.389037055,39171.8664689,Financial,49.1296790185,No,797.315741756,No,Male,By_16:00,0.765658986289,0.269053582102,5.55580612971,5.89938361431,6.14179358818,8.46709239297,5951.0,96.4841487352,859.243500028,9691.64441762,98115.2259715,Yes,635712.392052,29.312855542,1478093.98644,67.8569128038,2472.85503948,60.0,30-45,2.0,1196.99373201,5.0,Car,Student_or_Unemployed,687.886015627,1.0,No,train
9165,Yellows,1.0,71.4079487962,9879.06142331,Healthcare,23.8026495987,No,415.04040894,Yes,Female,By_16:00,0.32181940577,0.693513792241,7.14118606877,1.47963045631,7.60678365361,8.58592163306,,81.4738584217,640.092550548,5430.58919049,72442.859949,Yes,172258.541053,25.300050406,820478.498636,10.8877229039,600.368777518,80.0,30-45,1.0,925.843183196,9.0,Foot_or_bicycle,Industry_or_other,616.511693619,0.0,No,train
9169,Purples,1.0,927.916890266,204269.170111,Education,309.305630089,Yes,660.412065738,No,Male,After_16:00,0.567180034006,0.233476951253,2.17595351394,8.34730618633,8.6562124663,8.34613457555,3862.0,52.3888564669,689.988143328,7984.09694403,85101.5916601,No,436144.096572,26.2676253843,953649.667717,61.7438480258,95989.2784346,100.0,30-45,3.0,1093.02042853,7.0,Public_or_other,Student_or_Unemployed,811.979785931,2.0,Yes,train
9170,Blues,6.0,509.053629052,100322.747805,Environment,169.684543017,No,591.230916036,No,Male,After_16:00,0.0771196568385,0.617569821654,8.11457329895,9.90490386495,7.09882721072,8.91762620769,8360.0,69.1844972316,662.393855081,7237.09687053,78483.7445127,Yes,349553.996077,25.7370133287,878803.830742,92.3164951382,28972.5286821,90.0,45_and_up,1.0,990.95822495,11.0,Car,Industry_or_other,671.361327546,1.0,No,train
9171,Blues,4.0,706.95189086,140679.129938,Healthcare,235.650630287,No,596.981768165,No,Male,After_16:00,0.348639309872,0.812295119278,5.22193258861,0.859061125666,5.25333744008,3.67989191087,8366.0,68.1742556393,653.738400612,7277.29448287,77148.0666214,Yes,356387.231521,25.5683085208,855993.918313,87.2618503403,55776.8701847,80.0,30-45,3.0,967.634574621,11.0,Foot_or_bicycle,Hightech,639.143674507,0.0,No,train
9173,Reds,2.0,101.591126788,13359.2725135,Education,33.8637089294,No,394.501161741,Yes,Female,After_16:00,0.813964047236,0.463025665376,9.70154902199,8.19743575994,2.72835566197,3.06162763387,6166.0,43.0026558926,707.553170031,5360.11795747,83110.9941989,Yes,155631.166615,26.5998716168,1002528.35717,12.7421377692,1190.61449138,100.0,45_and_up,0.0,1106.68755283,4.0,Public_or_other,Services_or_Retail,860.879167255,1.0,No,train
9175,Blues,3.0,742.528490131,157380.313575,Social,247.50949671,No,635.855656721,No,Female,After_16:00,0.623022563988,,7.65690350672,6.26584291225,2.60751179419,6.9923237036,9521.0,36.548839719,670.924461221,7700.40548965,80384.5337015,Yes,404312.416184,25.9022095818,901616.470143,30.057025631,61518.4604585,70.0,30-45,2.0,1013.09215989,3.0,Motorcycle_or_truck,Industry_or_other,691.349158245,1.0,No,train
9176,Whites,7.0,684.572966199,97785.9518816,Foreign_Affairs,228.190988733,No,428.526789881,Yes,Male,After_16:00,0.274875007337,0.869418404764,1.89211769495,4.41692164866,1.79477266734,1.66529293638,5092.0,96.3313882705,961.437590828,6208.14308047,103331.385238,Yes,183635.209646,31.0070571133,1849994.80989,34.4488649396,52309.3183276,40.0,45_and_up,3.0,1324.04700081,7.0,Public_or_other,Hightech,831.80098015,0.0,Yes,train
9177,Yellows,2.0,537.16387607,75154.9384252,Social,179.054625357,No,419.73190179,Yes,Female,After_16:00,0.483605027897,0.672919192119,5.27712185169,4.52804364031,9.78034903761,1.8656725483,3987.0,84.4937887974,631.81853939,5460.95609668,72438.0699268,Yes,176174.86938,25.1360008631,799460.680311,67.9455793696,32249.613487,70.0,30-45,3.0,931.417363569,18.0,Public_or_other,Services_or_Retail,641.614975878,0.0,No,train
9180,Oranges,7.0,725.340675462,106786.106952,Financial,241.780225154,No,441.666008392,Yes,Male,After_16:00,0.833210446639,0.38314366946,7.04313052585,9.10226836568,1.1267558136,8.27353236731,3160.0,60.1291939616,584.250677012,5585.16143795,71706.7106977,Yes,195068.862969,24.171277935,683908.431203,16.4506756933,58709.4575006,60.0,30-45,2.0,949.521218717,4.0,Car,Public_Sector,759.058017134,0.0,No,train
9181,Blues,3.0,400.328990106,51856.3636325,Education,133.442996702,No,388.603110798,Yes,Male,After_16:00,0.000193433603272,0.858868966578,0.39708933793,8.31041185884,8.5250699101,8.80347730126,3981.0,12.0399973588,590.705335052,5067.44177808,67689.4373475,Yes,151012.377722,24.3044303585,698865.352206,10.6905686436,17950.4763655,100.0,45_and_up,2.0,871.076800883,8.0,Public_or_other,Hightech,601.163376511,2.0,No,train
9182,Oranges,2.0,133.344036656,18623.1893145,Education,44.4480122185,No,418.988125339,Yes,Female,By_16:00,0.496216087835,0.627878857311,0.878255488351,1.73256145325,7.75730115129,5.70482939482,4816.0,50.2262134105,553.735519879,5297.35229315,69140.1587099,Yes,175551.049175,23.5315855794,614445.410468,71.711643762,2030.0738024,100.0,45_and_up,2.0,925.445975835,2.0,Public_or_other,Hightech,770.370390819,0.0,No,train
9184,Greys,4.0,184.209712017,36311.4142324,Healthcare,61.4032373391,No,591.359931592,No,Male,After_16:00,0.613137868,0.607830817811,9.19684830355,1.24387919204,7.03442362836,1.04475686559,6091.0,13.8497042004,542.16749594,6997.9343078,67411.2442849,Yes,349706.568693,23.2844904591,589100.578794,73.2341048541,3841.76079305,80.0,Below_30,1.0,851.102517171,15.0,Car,Public_Sector,608.031555331,1.0,No,train
9186,Greens,2.0,354.942220227,97510.8385493,Foreign_Affairs,118.314073409,No,824.169397095,No,Male,By_16:00,0.251013251022,0.552087138174,1.74590376671,4.19797567884,9.36914858408,5.07792241639,,64.288563095,822.20250226,9886.09897547,93698.5243663,Yes,679255.195108,28.6740736949,1353472.92425,89.6122412756,14126.53404,40.0,45_and_up,1.0,1124.82189685,1.0,Public_or_other,Hightech,604.845410213,1.0,Yes,train
9188,Browns,7.0,1363.64610083,389592.578624,Education,454.548700277,Yes,857.097552773,No,Male,By_16:00,0.67019096599,0.539608399384,4.43944513565,1.78179621696,0.917522956152,1.50598055916,8004.0,81.843279046,792.564270369,10156.1040685,88872.2468814,No,734616.21497,28.1525180112,1257657.10144,80.8770559495,207079.069624,100.0,30-45,1.0,1035.89687806,11.0,Motorcycle_or_truck,Hightech,473.758558903,0.0,No,train
9189,Oranges,1.0,41.2189738821,11140.1202865,Education,13.7396579607,No,810.800408451,No,Female,By_16:00,0.716129340697,0.617376186885,0.644708126783,6.49919708725,2.8379406943,3.19132445613,7769.0,94.3800481735,880.359493624,9868.72307176,100339.592682,Yes,657397.302344,29.6708525935,1551587.66019,65.9539858578,212.517858838,100.0,30-45,3.0,1223.99546007,4.0,Foot_or_bicycle,Student_or_Unemployed,701.183749931,0.0,No,train
9190,Oranges,10.0,138.036352591,38307.5378537,Social,46.0121175304,No,832.553247054,No,Female,By_16:00,0.392107858788,0.758779278491,0.833459261339,6.98028886225,2.66457776306,0.620064812247,,82.5481030159,870.339175537,10066.2108216,99948.4504626,Yes,693144.90918,29.5015114111,1516526.06686,21.5364883654,2173.12707716,70.0,Below_30,1.0,1218.03691355,13.0,Car,Public_Sector,702.952661728,1.0,No,train
9193,Reds,5.0,229.584561259,45697.8025173,Environment,76.5281870862,No,597.136875407,No,Female,After_16:00,0.893183720764,0.750234007137,5.4563063127,2.3801410757,5.23044649512,4.07167475671,5204.0,12.0988180395,677.596677966,7326.56211001,80539.1974345,Yes,356572.447971,26.0306872358,919585.137044,26.3068844331,5943.09160579,90.0,Below_30,4.0,1021.29279152,1.0,Public_or_other,Student_or_Unemployed,703.48418762,0.0,No,train
9195,Reds,9.0,624.276514583,90341.1705301,Education,208.092171528,No,434.140169075,Yes,Male,After_16:00,0.241339139175,0.136423839955,0.611908200663,5.29128327267,0.405506584793,4.86020265147,9131.0,41.7548799887,729.100065745,5799.60182224,85986.0553106,Yes,188477.686404,27.0018530058,1064499.58961,82.6226537349,43520.4440226,100.0,30-45,2.0,1140.42292775,5.0,Public_or_other,Student_or_Unemployed,881.637703338,1.0,No,train
9196,Greys,2.0,435.860702663,86987.7553799,Environment,145.286900888,No,598.730889354,No,Male,After_16:00,0.118860092014,0.0981450732797,4.26431718282,6.19741776492,4.93030781625,8.81299231434,8536.0,27.8117090464,572.507962931,7132.3248194,70664.1006863,Yes,358478.677866,23.9271386282,656777.946065,43.5795763275,21263.5704704,90.0,45_and_up,2.0,894.370223678,8.0,Car,Public_Sector,638.47993621,0.0,No,train
